03:45.5,10,475.544,426.644,528.984,532.181,734.232,659.828,1170.078,1025.836,1970.782,1629.22,4214.612,2863.478,8410.564,5640.733,16476.839,11596.514
16:28.7,1,77.786,66.698,147.033,137.687,283.88,262.466,580.321,548.61,1138.403,1052.503,2388.846,2743.038,8209.752,4639.99,12071.114,9250.045
17:50.3,2,66.914,79.836,140.114,139.382,267.73,277.854,569.152,565.36,1174.899,1140.206,2410.365,2166.714,5622.402,4666.265,12009.246,9293.754
19:17.3,3,68.788,70.929,128.183,132.149,268.685,288.308,567.491,536.23,1275.082,1163.252,2603.28,2186.705,5646.75,4856.861,12254.871,9393.337
20:43.2,4,72.345,72.644,134.972,133.453,254.523,280.579,556.256,536.516,1319.159,1126.704,2599.528,2230.732,5585.285,4660.157,12271.752,9352.24
22:05.2,5,74.664,70.485,131.055,138.379,304.831,275.746,540.632,523.552,1306.817,1133.115,2553.035,2200.253,5591.973,4682.799,12073.619,9220.23
23:26.8,6,65.745,72.202,135.748,144.967,275.995,277.933,545.872,541.895,1237.033,1140.218,2434.225,2158.086,5632.431,4670.652,11938.865,9283.888
24:52.2,7,66.884,68.892,128.244,131.513,267.959,300.834,543.545,542.866,1271.033,1127.155,2291.719,2148.135,5589.24,4645.38,11962.456,9374.767
26:18.2,8,66.661,66.619,134.961,146.85,269.732,274.904,560.668,559.651,1318.905,1137.554,2636.197,2150.709,5637.966,4664.174,12223.486,9314.716
27:43.3,9,65.144,73.793,135.067,143.018,306.684,260.927,518.69,530.272,1275.288,1108.416,2559.475,2172.381,5630.939,4642.187,12097.324,9297.836
29:06.2,10,68.155,79.975,128.393,152.606,267.252,279.645,572.32,559.233,1207.078,1133.51,2478.028,2151.906,5593.485,4674.61,12078.188,9290.469
,,,,,,,,,,,,,,,,,
AES with ECC Khong tinh thoi gian tao khoa,,,,,,,,,,,,,,,,,
timestamp,file,iteration,encryption time,decryption time,,,,,,,,,,,,,
48:23.0,1,1,68.896,81.668,,,,,,,,,,,,,
48:23.2,1,2,69.648,69.357,,,,,,,,,,,,,
48:23.4,1,3,68.087,72.883,,,,,,,,,,,,,
48:23.7,1,4,65.093,76.073,,,,,,,,,,,,,
48:23.9,1,5,66.695,87.402,,,,,,,,,,,,,
48:24.1,1,6,67.009,84.957,,,,,,,,,,,,,
48:24.3,1,7,65.033,69.97,,,,,,,,,,,,,
48:24.5,1,8,61.491,70.28,,,,,,,,,,,,,
48:24.7,1,9,67.452,73.769,,,,,,,,,,,,,
48:24.9,1,10,65.973,70.659,,,,,,,,,,,,,
48:25.3,2,1,130.581,139.591,,,,,,,,,,,,,
48:25.8,2,2,139.778,161.194,,,,,,,,,,,,,
48:26.2,2,3,129.954,135.783,,,,,,,,,,,,,
48:26.5,2,4,126.509,135.811,,,,,,,,,,,,,
48:26.9,2,5,126.212,139.911,,,,,,,,,,,,,
48:27.3,2,6,132.89,140.146,,,,,,,,,,,,,
48:27.8,2,7,149.188,138.401,,,,,,,,,,,,,
48:28.2,2,8,154.823,138.447,,,,,,,,,,,,,
48:28.6,2,9,126.285,135.334,,,,,,,,,,,,,
48:28.9,2,10,126.6,137.056,,,,,,,,,,,,,
48:29.8,3,1,262.807,259.194,,,,,,,,,,,,,
48:30.6,3,2,255.928,259.542,,,,,,,,,,,,,
48:31.3,3,3,236.715,260.908,,,,,,,,,,,,,
48:32.1,3,4,239.996,259.225,,,,,,,,,,,,,
48:32.9,3,5,250.975,275.81,,,,,,,,,,,,,
48:33.6,3,6,233.714,264.811,,,,,,,,,,,,,
48:34.3,3,7,232.82,259.293,,,,,,,,,,,,,
48:35.1,3,8,249.811,264.987,,,,,,,,,,,,,
48:35.8,3,9,236.552,265.279,,,,,,,,,,,,,
48:36.6,3,10,233.976,261.286,,,,,,,,,,,,,
48:38.4,4,1,498.387,519.248,,,,,,,,,,,,,
48:39.9,4,2,488.595,514.12,,,,,,,,,,,,,
48:41.4,4,3,444.526,541.117,,,,,,,,,,,,,
48:43.2,4,4,464.238,516.165,,,,,,,,,,,,,
48:44.8,4,5,499.052,541.8,,,,,,,,,,,,,
48:46.3,4,6,487.345,513.41,,,,,,,,,,,,,
48:47.7,4,7,441.473,533.928,,,,,,,,,,,,,
48:49.1,4,8,467.237,512.981,,,,,,,,,,,,,
48:50.7,4,9,477.265,546.187,,,,,,,,,,,,,
48:52.2,4,10,461.508,535.856,,,,,,,,,,,,,
48:56.2,5,1,1150.367,1015.794,,,,,,,,,,,,,
48:59.6,5,2,1040.346,1059.999,,,,,,,,,,,,,
49:02.7,5,3,947.202,1014.858,,,,,,,,,,,,,
49:06.1,5,4,959.618,1033.181,,,,,,,,,,,,,
49:09.2,5,5,940.531,1049.108,,,,,,,,,,,,,
49:12.6,5,6,950.317,1087.219,,,,,,,,,,,,,
49:16.3,5,7,1036.291,1020.448,,,,,,,,,,,,,
49:19.6,5,8,957.193,1055.301,,,,,,,,,,,,,
49:22.8,5,9,949.637,1069.291,,,,,,,,,,,,,
49:26.1,5,10,941.284,1116.867,,,,,,,,,,,,,
49:34.2,6,1,2170.407,2093.822,,,,,,,,,,,,,
49:41.5,6,2,2183.754,2048.716,,,,,,,,,,,,,
49:49.0,6,3,1981.726,2020.411,,,,,,,,,,,,,
49:55.9,6,4,1968.44,2039.72,,,,,,,,,,,,,
50:02.9,6,5,2042.863,2042.431,,,,,,,,,,,,,
50:10.4,6,6,1973.241,2057.085,,,,,,,,,,,,,
50:17.6,6,7,2059.181,2030.151,,,,,,,,,,,,,
50:24.6,6,8,2078.192,2012.749,,,,,,,,,,,,,
50:31.5,6,9,1894.591,2039.833,,,,,,,,,,,,,
50:39.2,6,10,2045.994,2023.129,,,,,,,,,,,,,
50:56.6,7,1,5016.6,4424.873,,,,,,,,,,,,,
51:12.2,7,2,4562.865,4641.33,,,,,,,,,,,,,
51:26.8,7,3,4056.343,4449.025,,,,,,,,,,,,,
51:43.2,7,4,4077.319,4159.819,,,,,,,,,,,,,
51:58.0,7,5,4151.02,4305.05,,,,,,,,,,,,,
52:14.3,7,6,4110.453,4246.761,,,,,,,,,,,,,
52:28.5,7,7,4280.029,4362.637,,,,,,,,,,,,,
52:43.7,7,8,4079.29,4158.22,,,,,,,,,,,,,
52:58.9,7,9,4207.533,4359.654,,,,,,,,,,,,,
53:14.0,7,10,4209.223,4215.514,,,,,,,,,,,,,
53:52.8,8,1,10629.302,9063.961,,,,,,,,,,,,,
54:31.5,8,2,10695.297,8930.316,,,,,,,,,,,,,
55:09.6,8,3,11128.15,8958.786,,,,,,,,,,,,,
55:48.0,8,4,10827.068,8809.071,,,,,,,,,,,,,
56:27.9,8,5,11012.246,8994.311,,,,,,,,,,,,,
57:06.1,8,6,10788.484,9003.969,,,,,,,,,,,,,
57:46.2,8,7,10910.922,9023.94,,,,,,,,,,,,,
58:24.0,8,8,11014.167,8835.856,,,,,,,,,,,,,
59:00.8,8,9,10363.987,8913.949,,,,,,,,,,,,,
59:41.7,8,10,10454.821,8976.926,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
AES with ECC + tinh thoi gian tao khoa (tính trong hàm file_encrypt and file_decrypt),,,,,,,,,,,,,,,,,
timestamp,file,iteration,encryption time,decryption time,,,,,,,,,,,,,
42:24.5,1,1,103.668,74.957,,,,,,,,,,,,,
42:24.7,1,2,74.071,76.786,,,,,,,,,,,,,
42:24.8,1,3,67.144,74.914,,,,,,,,,,,,,
42:25.0,1,4,68.096,76.528,,,,,,,,,,,,,
42:25.2,1,5,68.143,76.494,,,,,,,,,,,,,
42:25.4,1,6,67.868,77.855,,,,,,,,,,,,,
42:25.6,1,7,69.925,90.731,,,,,,,,,,,,,
42:25.8,1,8,72.299,81.828,,,,,,,,,,,,,
42:26.0,1,9,68.687,93.804,,,,,,,,,,,,,
42:26.2,1,10,68.421,89.645,,,,,,,,,,,,,
42:26.6,2,1,199.685,156.765,,,,,,,,,,,,,
42:27.0,2,2,150.749,148.441,,,,,,,,,,,,,
42:27.4,2,3,143.279,157.296,,,,,,,,,,,,,
42:27.8,2,4,140.911,157.896,,,,,,,,,,,,,
42:28.2,2,5,140.404,154.728,,,,,,,,,,,,,
42:28.5,2,6,138.273,152.745,,,,,,,,,,,,,
42:28.9,2,7,159.262,160.128,,,,,,,,,,,,,
42:29.3,2,8,135.68,157.821,,,,,,,,,,,,,
42:29.7,2,9,146.175,158.229,,,,,,,,,,,,,
42:30.1,2,10,132.52,164.827,,,,,,,,,,,,,
42:31.0,3,1,421.492,312.98,,,,,,,,,,,,,
42:31.7,3,2,279.057,295.842,,,,,,,,,,,,,
42:32.4,3,3,262.196,299.825,,,,,,,,,,,,,
42:33.2,3,4,274.123,302.358,,,,,,,,,,,,,
42:33.9,3,5,256.425,301.709,,,,,,,,,,,,,
42:34.6,3,6,264.588,291.353,,,,,,,,,,,,,
42:35.4,3,7,274.462,278.759,,,,,,,,,,,,,
42:36.0,3,8,250.191,279.136,,,,,,,,,,,,,
42:36.7,3,9,249.072,278.516,,,,,,,,,,,,,
42:37.5,3,10,278.841,284.663,,,,,,,,,,,,,
42:39.3,4,1,816.03,587.462,,,,,,,,,,,,,
42:41.0,4,2,561.825,543.464,,,,,,,,,,,,,
42:42.3,4,3,516.137,544.908,,,,,,,,,,,,,
42:43.9,4,4,484.222,603.819,,,,,,,,,,,,,
42:45.7,4,5,509.129,555.506,,,,,,,,,,,,,
42:47.6,4,6,525.217,572.99,,,,,,,,,,,,,
42:49.0,4,7,537.476,607.456,,,,,,,,,,,,,
42:50.4,4,8,482.8,579.141,,,,,,,,,,,,,
42:51.8,4,9,504.991,545.576,,,,,,,,,,,,,
42:53.1,4,10,504.798,542.208,,,,,,,,,,,,,
42:57.4,5,1,1833.267,1092.383,,,,,,,,,,,,,
43:00.6,5,2,1085.61,1214.484,,,,,,,,,,,,,
43:03.5,5,3,1031.405,1072.431,,,,,,,,,,,,,
43:07.0,5,4,1079.8,1174.782,,,,,,,,,,,,,
43:09.9,5,5,1011.206,1086.199,,,,,,,,,,,,,
43:13.1,5,6,1071.257,1228.756,,,,,,,,,,,,,
43:16.2,5,7,1030.004,1229.148,,,,,,,,,,,,,
43:19.4,5,8,1088.651,1210.683,,,,,,,,,,,,,
43:22.9,5,9,1040.1,1273.902,,,,,,,,,,,,,
43:26.3,5,10,1144.872,1286.866,,,,,,,,,,,,,
43:34.1,6,1,3233.663,2272.844,,,,,,,,,,,,,
43:42.2,6,2,2489.469,2191.863,,,,,,,,,,,,,
43:48.8,6,3,2070.595,2146.789,,,,,,,,,,,,,
43:56.3,6,4,2175.466,2177.171,,,,,,,,,,,,,
44:03.0,6,5,2144.718,2145.656,,,,,,,,,,,,,
44:10.6,6,6,2132.073,2167.895,,,,,,,,,,,,,
44:17.4,6,7,2182.149,2170.798,,,,,,,,,,,,,
44:24.1,6,8,2180.757,2148.409,,,,,,,,,,,,,
44:31.2,6,9,2117.579,2143.739,,,,,,,,,,,,,
44:37.3,6,10,2101.946,2162.855,,,,,,,,,,,,,
44:53.8,7,1,7374.852,5158.723,,,,,,,,,,,,,
45:10.5,7,2,5261.099,5005.183,,,,,,,,,,,,,
45:25.7,7,3,5106.701,4960.048,,,,,,,,,,,,,
45:40.7,7,4,4999.838,4601.763,,,,,,,,,,,,,
45:56.9,7,5,4618.814,4858.806,,,,,,,,,,,,,
46:11.1,7,6,4704.352,4700.161,,,,,,,,,,,,,
46:24.3,7,7,4746.026,4762.795,,,,,,,,,,,,,
46:40.2,7,8,4756.373,4804.299,,,,,,,,,,,,,
46:53.0,7,9,4502.518,4686.565,,,,,,,,,,,,,
47:08.5,7,10,4794.231,4926.535,,,,,,,,,,,,,
47:49.1,8,1,15464.432,9855.016,,,,,,,,,,,,,
48:29.3,8,2,15200.807,9854.461,,,,,,,,,,,,,
49:09.2,8,3,14837.499,9776.89,,,,,,,,,,,,,
49:47.8,8,4,14908.858,9754.151,,,,,,,,,,,,,
50:25.1,8,5,14928.321,9777.724,,,,,,,,,,,,,
51:05.5,8,6,15058.971,10244.942,,,,,,,,,,,,,
51:45.7,8,7,15105.593,9637.368,,,,,,,,,,,,,
52:26.0,8,8,15157.376,9307.985,,,,,,,,,,,,,
53:06.7,8,9,15249.336,9678.719,,,,,,,,,,,,,
53:46.9,8,10,15421.94,9630.929,,,,,,,,,,,,,
AES with ECC + Không tinh thoi gian tao khoa (tính trong hàm file_encrypt and file_decrypt),,,,,,,,,,,,,,,,,
timestamp,file,iteration,encryption time,decryption time,,,,,,,,,,,,,
03:41.0,1,1,105.417,91.469,,,,,,,,,,,,,
03:41.2,1,2,75.414,95.949,,,,,,,,,,,,,
03:41.4,1,3,71.473,80.208,,,,,,,,,,,,,
03:41.6,1,4,72.949,80.001,,,,,,,,,,,,,
03:41.8,1,5,73.532,76.879,,,,,,,,,,,,,
03:42.0,1,6,71.343,80.347,,,,,,,,,,,,,
03:42.2,1,7,71.575,81.019,,,,,,,,,,,,,
03:42.4,1,8,67.515,76.947,,,,,,,,,,,,,
03:42.6,1,9,72.321,77.269,,,,,,,,,,,,,
03:42.8,1,10,69.961,80.655,,,,,,,,,,,,,
03:43.2,2,1,204.494,158.106,,,,,,,,,,,,,
03:43.6,2,2,155.451,167.423,,,,,,,,,,,,,
03:44.0,2,3,135.837,154.663,,,,,,,,,,,,,
03:44.4,2,4,145.756,159.321,,,,,,,,,,,,,
03:44.8,2,5,141.818,165.972,,,,,,,,,,,,,
03:45.2,2,6,139.599,176.18,,,,,,,,,,,,,
03:45.5,2,7,144.089,154.41,,,,,,,,,,,,,
03:45.9,2,8,140.654,154.219,,,,,,,,,,,,,
03:46.3,2,9,137.586,157.668,,,,,,,,,,,,,
03:46.7,2,10,146.915,156.605,,,,,,,,,,,,,
03:47.5,3,1,394.838,303.487,,,,,,,,,,,,,
03:48.3,3,2,288.087,301.815,,,,,,,,,,,,,
03:49.0,3,3,270.712,296.245,,,,,,,,,,,,,
03:49.8,3,4,278.879,305.072,,,,,,,,,,,,,
03:50.5,3,5,267.362,289.677,,,,,,,,,,,,,
03:51.2,3,6,267.448,294.312,,,,,,,,,,,,,
03:52.0,3,7,278.269,293.548,,,,,,,,,,,,,
03:52.7,3,8,261.862,294.836,,,,,,,,,,,,,
03:53.4,3,9,261.662,287.078,,,,,,,,,,,,,
03:54.1,3,10,286.148,293.218,,,,,,,,,,,,,
03:55.8,4,1,837.332,591.48,,,,,,,,,,,,,
03:57.3,4,2,547.034,575.692,,,,,,,,,,,,,
03:58.7,4,3,544.112,556.439,,,,,,,,,,,,,
04:00.1,4,4,518.027,588.827,,,,,,,,,,,,,
04:01.5,4,5,524.914,571.627,,,,,,,,,,,,,
04:03.0,4,6,540.63,589.81,,,,,,,,,,,,,
04:04.5,4,7,540.981,589.249,,,,,,,,,,,,,
04:05.9,4,8,528.439,589.777,,,,,,,,,,,,,
04:07.3,4,9,531.302,578.779,,,,,,,,,,,,,
04:08.8,4,10,526.282,591.493,,,,,,,,,,,,,
04:12.9,5,1,1900.625,1106.07,,,,,,,,,,,,,
04:16.7,5,2,1114.475,1281.645,,,,,,,,,,,,,
04:20.2,5,3,1050.874,1175.78,,,,,,,,,,,,,
04:23.3,5,4,1072.124,1096.13,,,,,,,,,,,,,
04:26.8,5,5,1150.034,1215.606,,,,,,,,,,,,,
04:30.0,5,6,1056.494,1117.974,,,,,,,,,,,,,
04:33.5,5,7,1196.73,1178.388,,,,,,,,,,,,,
04:36.8,5,8,1093.191,1113.213,,,,,,,,,,,,,
04:40.1,5,9,1154.213,1242.78,,,,,,,,,,,,,
04:43.2,5,10,1081.047,1097.524,,,,,,,,,,,,,
04:51.1,6,1,3497.008,2234.074,,,,,,,,,,,,,
04:58.5,6,2,2552.968,2242.702,,,,,,,,,,,,,
05:05.3,6,3,2110.869,2297.794,,,,,,,,,,,,,
05:12.2,6,4,2256.488,2232.982,,,,,,,,,,,,,
05:18.9,6,5,2108.791,2243.389,,,,,,,,,,,,,
05:25.6,6,6,2128.764,2200.063,,,,,,,,,,,,,
05:32.6,6,7,2206.928,2220.577,,,,,,,,,,,,,
05:39.4,6,8,2192.021,2236.618,,,,,,,,,,,,,
05:46.1,6,9,2107.425,2230.545,,,,,,,,,,,,,
05:52.9,6,10,2250.915,2226.124,,,,,,,,,,,,,
06:09.8,7,1,7132.097,4726.235,,,,,,,,,,,,,
06:26.2,7,2,5077.555,4930.688,,,,,,,,,,,,,
06:41.5,7,3,4594.64,4783.038,,,,,,,,,,,,,
06:56.2,7,4,4829.248,4721.985,,,,,,,,,,,,,
07:10.9,7,5,4697.092,4741.017,,,,,,,,,,,,,
07:24.9,7,6,4539.098,4652.338,,,,,,,,,,,,,
07:38.7,7,7,4626.587,4613.144,,,,,,,,,,,,,
07:55.0,7,8,4566.872,4675.651,,,,,,,,,,,,,
08:09.6,7,9,4653.279,4574.467,,,,,,,,,,,,,
08:24.6,7,10,4661.212,4750.207,,,,,,,,,,,,,
09:01.6,8,1,15473.103,9906.825,,,,,,,,,,,,,
09:45.1,8,2,15553.526,9674.811,,,,,,,,,,,,,
10:25.5,8,3,15085.43,9804.507,,,,,,,,,,,,,
11:04.6,8,4,15152.493,9688.18,,,,,,,,,,,,,
11:44.3,8,5,15410.531,9625.58,,,,,,,,,,,,,
12:25.3,8,6,15248.799,9686.933,,,,,,,,,,,,,
13:07.5,8,7,15226.059,9871.596,,,,,,,,,,,,,
13:46.5,8,8,14971.568,9763.27,,,,,,,,,,,,,
14:27.0,8,9,15330.675,10087.919,,,,,,,,,,,,,
15:04.6,8,10,15644.509,10424.159,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
AES with ECDH + Da tinh thoi gian tao khoa (tính trong hàm file_encrypt and file_decrypt),,,,,,,,,,,,,,,,,
timestamp,file,iteration,encryption time,decryption time,,,,,,,,,,,,,
47:15.3,1,1,541.303,272.9,,,,,,,,,,,,,
47:16.2,1,2,522.86,270.816,,,,,,,,,,,,,
47:17.1,1,3,503.536,272.448,,,,,,,,,,,,,
47:18.0,1,4,513.759,272.769,,,,,,,,,,,,,
47:18.8,1,5,502.048,269.384,,,,,,,,,,,,,
47:19.7,1,6,503.23,282.795,,,,,,,,,,,,,
47:20.6,1,7,505.612,274.159,,,,,,,,,,,,,
47:21.5,1,8,502.8,276.376,,,,,,,,,,,,,
47:22.4,1,9,524.509,275.403,,,,,,,,,,,,,
47:23.3,1,10,500.353,285.404,,,,,,,,,,,,,
47:25.0,2,1,1072.063,519.55,,,,,,,,,,,,,
47:26.7,2,2,1008.684,547.188,,,,,,,,,,,,,
47:28.4,2,3,1005.867,515.879,,,,,,,,,,,,,
47:30.1,2,4,1053.657,513.691,,,,,,,,,,,,,
47:31.9,2,5,994.32,550.844,,,,,,,,,,,,,
47:33.5,2,6,997.132,511.112,,,,,,,,,,,,,
47:35.2,2,7,1043.485,511.104,,,,,,,,,,,,,
47:36.9,2,8,1010.772,522.648,,,,,,,,,,,,,
47:38.8,2,9,1056.545,600.802,,,,,,,,,,,,,
47:40.5,2,10,1039.291,530.225,,,,,,,,,,,,,
47:44.0,3,1,2199.639,1049.216,,,,,,,,,,,,,
47:47.4,3,2,2088.749,997.468,,,,,,,,,,,,,
47:50.7,3,3,2080.069,1019.499,,,,,,,,,,,,,
47:54.2,3,4,2112.954,1044.893,,,,,,,,,,,,,
47:57.8,3,5,2203.334,1168.629,,,,,,,,,,,,,
48:01.7,3,6,2554.815,1005.559,,,,,,,,,,,,,
48:05.0,3,7,2032.356,1064.861,,,,,,,,,,,,,
48:08.3,3,8,2018.186,985.531,,,,,,,,,,,,,
48:11.6,3,9,2065.682,981.135,,,,,,,,,,,,,
48:15.1,3,10,2137.363,1054.801,,,,,,,,,,,,,
48:22.0,4,1,4469.813,2017.737,,,,,,,,,,,,,
48:28.5,4,2,4030.547,1980.745,,,,,,,,,,,,,
48:35.1,4,3,4073.823,1998.412,,,,,,,,,,,,,
48:41.8,4,4,4125.721,2073.881,,,,,,,,,,,,,
48:48.5,4,5,4294.076,1965.976,,,,,,,,,,,,,
48:55.5,4,6,4183.254,2193.902,,,,,,,,,,,,,
49:02.3,4,7,4201.436,2100.396,,,,,,,,,,,,,
49:08.8,4,8,4024.647,1986.436,,,,,,,,,,,,,
49:15.6,4,9,4175.902,2104.366,,,,,,,,,,,,,
49:22.0,4,10,4017.845,1966.593,,,,,,,,,,,,,
49:36.0,5,1,8774.872,4052.366,,,,,,,,,,,,,
49:49.7,5,2,8196.605,4141.484,,,,,,,,,,,,,
50:03.2,5,3,8113.004,3978.258,,,,,,,,,,,,,
50:16.8,5,4,8104.332,4138.545,,,,,,,,,,,,,
50:30.4,5,5,8168.58,4036.355,,,,,,,,,,,,,
50:43.8,5,6,8258.68,3860.589,,,,,,,,,,,,,
50:57.5,5,7,8320.535,3940.409,,,,,,,,,,,,,
51:11.3,5,8,8580.567,3866.24,,,,,,,,,,,,,
51:24.5,5,9,8310.602,3868.492,,,,,,,,,,,,,
51:38.2,5,10,8405.247,4054.705,,,,,,,,,,,,,
52:06.9,6,1,17636.816,8019.566,,,,,,,,,,,,,
52:34.6,6,2,16405.778,8229.174,,,,,,,,,,,,,
53:02.5,6,3,16500.284,8233.104,,,,,,,,,,,,,
53:30.2,6,4,16483.353,8125.073,,,,,,,,,,,,,
53:57.9,6,5,16529.881,8055.423,,,,,,,,,,,,,
54:26.0,6,6,16617.724,8239.138,,,,,,,,,,,,,
54:53.7,6,7,16802.878,8070.948,,,,,,,,,,,,,
55:21.9,6,8,16936.675,8019.735,,,,,,,,,,,,,
55:49.8,6,9,16795.188,7951.928,,,,,,,,,,,,,
56:17.6,6,10,16815.019,8080.315,,,,,,,,,,,,,
57:14.5,7,1,35964.568,16198.386,,,,,,,,,,,,,
58:11.3,7,2,35229.735,16170.244,,,,,,,,,,,,,
59:09.4,7,3,35609.436,16459.897,,,,,,,,,,,,,
00:04.9,7,4,33903.937,16552.026,,,,,,,,,,,,,
00:59.5,7,5,32912.51,16825.824,,,,,,,,,,,,,
01:53.5,7,6,33058.359,16141.51,,,,,,,,,,,,,
02:48.8,7,7,33416.505,16636.132,,,,,,,,,,,,,
03:43.8,7,8,32876.974,16617.477,,,,,,,,,,,,,
04:40.0,7,9,33415.787,17300.273,,,,,,,,,,,,,
05:37.4,7,10,34698.323,16978.37,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
AES with ECDH + Da tinh thoi gian tao khoa (tính trong hàm file_encrypt and file_decrypt) da cai tien them file key rieng,,,,,,,,,,,,,,,,,
timestamp,file,iteration,encryption time,decryption time,,,,,,,,,,,,,
27:29.5,1,1,98.937,74.237,,,,,,,,,,,,,
27:29.8,1,2,65.95,74.604,,,,,,,,,,,,,
27:30.0,1,3,66.35,74.237,,,,,,,,,,,,,
27:30.3,1,4,68.649,74.347,,,,,,,,,,,,,
27:30.5,1,5,65.651,73.255,,,,,,,,,,,,,
27:30.8,1,6,66.956,75.482,,,,,,,,,,,,,
27:31.1,1,7,67.122,77.5,,,,,,,,,,,,,
27:31.3,1,8,66.875,77.243,,,,,,,,,,,,,
27:31.6,1,9,74.804,76.773,,,,,,,,,,,,,
27:31.9,1,10,67.696,76.02,,,,,,,,,,,,,
27:32.4,2,1,186.413,150.17,,,,,,,,,,,,,
27:32.8,2,2,132.594,148.869,,,,,,,,,,,,,
27:33.3,2,3,130.255,151,,,,,,,,,,,,,
27:33.7,2,4,128.244,156.906,,,,,,,,,,,,,
27:34.2,2,5,134.955,151.916,,,,,,,,,,,,,
27:34.7,2,6,129.049,152.605,,,,,,,,,,,,,
27:35.1,2,7,129.187,150.605,,,,,,,,,,,,,
27:35.6,2,8,130.156,155.568,,,,,,,,,,,,,
27:36.0,2,9,137.828,155.309,,,,,,,,,,,,,
27:36.5,2,10,131.977,151.972,,,,,,,,,,,,,
27:37.5,3,1,368.191,310.316,,,,,,,,,,,,,
27:38.4,3,2,292.363,326.189,,,,,,,,,,,,,
27:39.2,3,3,261.327,317.877,,,,,,,,,,,,,
27:40.1,3,4,261.038,297.321,,,,,,,,,,,,,
27:40.9,3,5,267.942,293.116,,,,,,,,,,,,,
27:41.7,3,6,260.595,289.362,,,,,,,,,,,,,
27:42.5,3,7,276.594,286.312,,,,,,,,,,,,,
27:43.4,3,8,254.577,289.645,,,,,,,,,,,,,
27:44.2,3,9,253.37,302.99,,,,,,,,,,,,,
27:45.0,3,10,272.895,286.042,,,,,,,,,,,,,
27:47.0,4,1,827.205,681.757,,,,,,,,,,,,,
27:48.6,4,2,536.98,602.657,,,,,,,,,,,,,
27:50.2,4,3,533.462,578.54,,,,,,,,,,,,,
27:52.0,4,4,549.469,571.681,,,,,,,,,,,,,
27:53.8,4,5,506.877,683.36,,,,,,,,,,,,,
